	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Item_Response_Tag	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131218113507	1000	1000	W			M	392132	5	11064106	Y	56274	 Archeologists have a very important job. They find artifacts from way back in history when George Washington was alive and artifacts from Jamestown Island. They used many tools to keep the artifacts safe and in great condition. In this report you will learn what the archeologists found and used to give you history we learn today!!!       In 1994, a group of people were interested in studying the past started the Jamestown Rediscovery Archeologists Project.The project was designed to discover the secrets of the James Fort in Virginia. For over 200 years, people thought that the fort had been washed away by a river. Some discoveries in the area hinted that it might still be around.       The first objects were found in 1861. They found uncovered armor and weapons. They also discovered the floors of buildings. The people doing the study used computer mapping software to make an image of the area. That's when they finally found James Fort!       The first thing they found was a set of marks on the ground. The marks showed where the fort's walls used to be. The archeologists also found eleven cellars and ten buildings all within the border of the fort. Today, the group finds nearly one million objects each year!       Archeologists used a lot of tools. Most of them were used to clean off dirt off the artifacts. They used picks, shovels, whisks, dustpans, knifes, wheelbarrows, skim shovels, and trowels.       I hope you learned a lot about archeologists and someday you will be one too!!! 	NNS VBP DT RB JJ NNP NNP VBP NNS IN NN RB IN NN WRB NNP NNP VBD JJ CC NNS IN NNP NNP NNP VBD JJ NNS TO VB DT NNS VBP CC IN JJ NNP NNP DT NN PRP MD VB WP DT NNS VBD CC VBN TO VB PRP NN PRP VBP NN . . . NNP CD , DT NN IN NNS VBD JJ IN NN DT JJ VBN DT NNP NNP NNP NNP NN VBD VBN TO RB DT NNS IN DT NNP NNP IN NNP NNP IN CD NNS , NNS VBD IN DT NN VBD VBN VBN RB IN DT NNP NNP NNS IN DT NN VBD IN PRP MD RB VB NNP NNP JJ NNS VBD VBN IN CD PRP VBD VBN NN CC NNP NNP RB VBD DT NNS IN NNP NNP NNS VBG DT NN VBD NN NN NN TO VB DT NN IN DT NNP NNP POS WRB PRP RB VBD NNP NNP . DT JJ NN PRP VBD VBD DT NN IN NNS IN DT NNP NNP NNS VBD WRB DT NN POS NNS VBN TO NNP DT NNS RB VBD VBN NNS CC RB NNS DT IN DT NN IN DT NNP NNP , DT NN NNS RB CD CD NNS DT NN . NNS VBN DT NN IN NNP NNP IN PRP VBD VBN TO VB RP NN IN DT NNP NNP VBD NNS , NNS , NNS , NNS , NNS , VBZ , NN NNS , CC NNP NNP NN PRP VBD DT NN IN NNS CC NN PRP MD VB CD RB . . .																				
1	AI-XC	20131218113507	1000	1000	NR			M	392232	5	11064113	Y	56274	 In this story it talks about archeologists and how they found fort james and wsahington's past .                                                              fort james               Well in 1994 some archeolgists where interested in look for fort james they called there group rediscovery the fort was build in 1607 most people came from england to start a new life some people believed that james fort was built near the river it was easy to dock ships there.                       The frist objects were found in 1861 over 100 years later a group effort to find the exact spot where the fort was built began.the National park service led five years study of the area to figure out how the land was used. they used computers mapping software to make an image of the area. that's when they finally found james fort! the first thing they found was a set of marks on the ground. the mark's showed where the fort's walls used to be.                           digging up george washing's past                            Then some archeolgists where interested in washington's past you may think you know about washington's past but you don't you know about when he was a soldier he is about his past befor he was a soldier george live in a place called ferry farms over 12,000 years  washington first moved there when he was six no one knew where washington home was located  since the actual building was long gone  they say the stone base was still there they started digging in 2003   	IN DT NN PRP VBZ IN NNS CC WRB PRP VBD NN NNS CC NN POS JJ . NN VBZ NNP IN CD DT NNS WRB JJ IN NN IN NN NNS PRP VBD RB NN NN DT NN VBD VBN IN CD RBS NNS VBD IN NN TO VB DT JJ NN DT NNS VBD IN NNS VBP VBD VBN JJ DT NN PRP VBD JJ TO VB NNS NNP NNP NN VBZ VBD VBN IN CD IN CD NNS RBR DT NN NN TO VB DT JJ NN WRB DT NN VBD VBN -NONE- NNP NN NN VBD CD NNS NN IN DT NN TO VB RP WRB DT NN VBD NNP PRP VBD NNS VBG NN TO VB DT NN IN DT NNP IN POS WRB PRP RB VBD NNS NN . DT JJ NN PRP VBD VBD DT NN IN NNS IN DT NNP DT NN POS VBN WRB DT NN POS NNS VBN TO NNP NN IN NN VBG POS JJ NNP DT NNS WRB JJ IN NN POS JJ PRP MD VB PRP VB IN NN POS JJ CC PRP VBP RB PRP VB IN WRB PRP VBD DT NN PRP VBZ IN PRP$ NN IN PRP VBD DT NN NN NN IN DT NN VBN NN NNS IN CD NNS IN JJ VBN RB WRB PRP VBD CD DT NN VBD WRB NN NN VBD VBN IN DT JJ NN VBD JJ NN PRP VBP DT NN NN VBD RB RB PRP VBD VBG IN CD																				
2	AI-XC	20131218113507	1000	1000	W	N	N	M	393774	5	11064118	Y	56274	 One day there is a super storm, and we were at school, and a wird bird flew in our classroom .It frist looked dead but started criyingand, then it got sucked out the    window by a heraeckne.The next day the same thing happened. For the past few days the storm got worse,and worse. 	CD NN RB VBZ DT NN NN , CC PRP VBD IN NN , CC DT NN NN NN IN PRP$ NN NN NN VBD JJ CC VBN NN , RB PRP VBD VBN RP DT NN IN DT JJ JJ NN DT JJ NN NNP NNP DT JJ JJ NNS DT NN VBD NN , CC VB .																				
3	AI-XC	20131218113507	1000	1000	H	Y	N	M	394198	5	11064124	Y	56274	 Archeologist have one of the most important job there is.The job of a archeologist is a long and hard working job.   The job of a archeologist is a long process with teams up to 35.Archeologist use some of the most common tools.   They use pick,shovel,whisk,dustpan,knife,wheelbarrow,skim shovel and a trowel.Each one has it's own use.               The shovel and pick are for digging close to the artifact and are use to start a dig.The whisk is used to clean the   artifacts and get dirt away from the site.A dustpan is with the whisk and is to hold small amounts of dirt.Knife is the   tool for careful digging around the artifact.           A wheelbarrow,skim shovel and trowel is not as important but are still helpful to have.a wheelbarrow is used to   move large amounts of dirt from one place to other places in the area and a skim shovel is to take thin layers of soil in   each scoop.A trowel is the most common tool to the archeologist used to cut layer of soil.             Archeologist had found many things.They found fort James and Washington's house to.It took 100 year after they start looking for fort James to find it.At fort James they also found a ditch in fort James full of junk.          At washington's house they found many things. They found coins,pottory and a pipe.The last thing they found was the main house at Ferry Farm.                                                                                                                                                                                                                                                                                                                                                     The job of a archeologist is long and hard but it is all wroth the wait.                                         	NNP VBP CD IN DT RBS JJ NN EX NNP NN IN DT NN VBZ DT JJ CC JJ NN NNP NNP NN IN DT NN VBZ DT JJ NN IN NNS IN TO CD NN DT IN DT RBS JJ NNP NNP VBP NN , NN , NN , NN , NN , NN , NN NN CC DT JJ CD VBZ PRP VBZ JJ NNP NNP NN CC NN VBP IN VBG NN TO DT NN CC VBP RB TO VB DT JJ NN VBZ VBN TO VB DT NNS CC VB NN RB IN DT NNP NN VBZ IN DT NN CC VBZ TO VB JJ NNS IN JJ VBZ DT NN IN JJ NN IN DT NNP DT NN , NN NN CC NN VBZ RB IN JJ CC VBP RB JJ TO NNP NN VBZ VBN TO VB JJ NNS IN NN IN CD NN TO JJ NNS IN DT NN CC DT NN NN VBZ TO VB JJ NNS IN NN IN DT NNP NN VBZ DT RBS JJ NN TO DT NN VBD TO VB NN IN NNP NNP VBD VBN JJ JJ NN NN NNP CC NNP POS NN NN VBD CD NN IN PRP VBP VBG IN NN NNP TO VB JJ NN NNP PRP RB VBD DT NN IN NN NNP JJ IN NNP NNP NN POS NN PRP VBD JJ NNP NNP VBD NNS , NN CC DT JJ JJ NN PRP VBD VBD DT JJ NN IN NNP NNP NNP NN IN DT NN VBZ JJ CC JJ CC PRP VBZ DT NN DT NN .																				
4	AI-XC	20131218113507	1000	1000	H		N	M	394408	5	11064130	Y	56274	 It is hard to be a archeologists because you have to work in the  hot sun all day looking for fossils. the only good part about being a archeologist is that when you find a fossil. and it will be a fortune and a lot is going to when you valuable fossils somewhere around the world and if you show it to your friends they might want to steal it. and run away and if you call the cops they wont help you because it is your responsible for losing it.archeologist are fun but it gets boring sometimes when you do it all lot it gets boring and it makes you want to quit being a archeologist. one part of my family was archeologist but they quit. 	PRP VBZ RB TO VB DT NNS IN PRP VBP TO VB IN DT NN NN DT NN VBG IN NNP DT JJ JJ NN IN VBG DT NN VBZ IN WRB PRP VBP DT NNP CC PRP MD VB DT NN CC DT NN VBZ VBG TO WRB PRP JJ NNS RB IN DT NN CC IN PRP VBP PRP TO PRP$ NNS PRP MD VB TO VB NNP CC VBP RB CC IN PRP VBP DT NNS PRP VBP NN PRP IN PRP VBZ PRP$ JJ IN VBG JJ VBP VBN CC PRP VBZ VBG RB WRB PRP VBP PRP DT NN PRP VBZ VBG CC PRP VBZ PRP VBP TO VB VBG DT NNP CD NN IN PRP$ NN VBD JJ CC PRP VBP .																				
5	AI-XC	20131218113507	1000	1000	H		N	F	394418	5	11064136	Y	56274	              These  passages  were  about  ,Past  Time  of History.The  very   1st  passage   was  about,Finding  Fort  James,it  was  very  interesting  it  says   in  1994,volueenters  were   interested  in   finding  Jame's  Fort.It  says  that   they  started   in   a   town  called  Rediscovery,thats   in    Virginia,  thats   where   they   found  his  fort  .The  2nd  passage  was about   Digging  up    George   Washington's   Past.They  dug  up   Washingtion,It  says   that    as  his   time  as  a  soldier   and  as  the   president  was  very   interesting   to  the  archeaoligist!They  didn't have  as   much  information  as  him   as  a   child .    	DT NNS VBD IN , NNP NNP IN NNP RB CD NN VBD IN , NNP NNP NNP , PRP VBD RB JJ PRP VBZ IN CD , NNS VBD JJ IN NN NNP POS JJ NNS WDT PRP VBD IN DT NN VBN NNP , NNS IN NNP , NNS WRB PRP VBP PRP$ NN NNP CD NN VBD IN NNP IN NNP NNP POS JJ NN IN NNP , PRP VBZ IN IN PRP$ NN IN DT NN CC IN DT NN VBD RB JJ TO DT NN . PRP VBD RB VB IN JJ NN IN PRP IN DT NN .																				
6	AI-XC	20131218113507	1000	1000	B	N	N	M	394436	5	11064140	Y	56274	 Im writing about there jobs.There only trying to find old digging suppies. They just research the that they made the homes with. They got some suppies what they needed back when they made the house.They used the shovel,knife, pick, whisk,and a wheelbarrow.        	NNP NN IN EX JJ RB VBG TO VB JJ NN NNP NNP RB NN DT WDT PRP VBD DT NNS NNP NNP VBD DT NNS WP PRP VBD RP WRB PRP VBP DT JJ JJ DT NN , NN , NN , NN , CC DT NN .																				
7	AI-XC	20131218113507	1000	1000	NR			M	394871	5	11064146	Y	56274	 George washington helped a lot of people thats how he became our president.He helped people and gave him money and he got more money and more. Then one day he payed to watch a show and then the wrong man came in their it was a asassination to kill george washington  so he wathed some of it then he sneaked up stairs. Then he went in george room and had a gun then he put the gun to george head then pulled the trigger and he jumped out of the window.And then he broke his leg then limped out of there then got on his horse and then ran away then he apeared at this house and a man was in there then he asked for help then he healed his leg then he got arestedfor murder.Then the police killed him.     	NNP VBD VBN DT NN IN NNS NNS WRB PRP VBD PRP$ JJ VBN NNS CC VBD PRP NN CC PRP VBD JJR NN CC NNP NNP CD NN PRP VBD TO VB DT NN CC RB DT JJ NN VBD IN PRP$ PRP VBD DT NN TO VB NN NN IN PRP VBD DT IN PRP RB PRP VBD RP NNP NNP PRP VBD IN NN NN CC VBD DT NN RB PRP VBD DT NN TO VB NN RB VBD DT NN CC PRP VBD RP IN DT JJ RB PRP VBD PRP$ NN RB VBD IN IN EX RB VBD IN PRP$ NN CC RB VBD RB RB PRP VBD IN DT NN CC DT NN VBD IN EX RB PRP VBD IN NN RB PRP VBD PRP$ NN RB PRP VBD IN JJ DT NN VBD PRP .																				
8	AI-XC	20131218113507	1000	1000	NR			M	394990	5	11064151	Y	56274	 Today I learned so much about archeologist.When I grow up I will probability be an archeologist.The tools are interesting. The pick and shovel are used to dig and mine to look for important artifacts.the knife is used to carefully to scrape off any thing that is stuck to the artifacts. The whisk and dust pan is used to get dirt or sand off of the artifact.The wheelbarrow is used to carry special and or heavy artifacts like dinosaur bones or cave men.And the skim shovel is used to dig up thin layer of dirt and sand.The trowel issued for little dirt areas and can also be used as a crow bar or a wepan.       The life of a archeologist is inter interesting and fascinating.I would love to be an archeologist      	NN PRP VBD RB RB IN JJ PRP VBP RP PRP MD VB VB DT JJ NNS VBP NNP NNP NN CC NN VBP VBN TO VB CC JJ TO VB IN JJ NN NN VBZ VBN TO RB TO VB RP DT NN WDT VBZ VBP TO DT NNP NNP NN CC JJ NN VBZ VBN TO VB NN CC NN RP IN DT NNP NN VBZ VBN TO VB JJ CC CC JJ NNS IN NN NNS CC VB JJ DT NN NN VBZ VBN TO VB RP JJ NN IN NN CC NNP NN VBD IN JJ NN NNS CC MD RB VB VBN IN DT NN NN CC DT NNP NNP NN IN DT NN VBZ NN VBG CC NNP MD VB TO VB DT NN																				
9	AI-XC	20131218113507	1000	1000	H	N	Y	F	395039	5	11064155	Y	56274	 What an archeologists do are study about other people and about there life. They can study mostly anyones life presidents from the past famous people who have did things that nobody had ever done.              Like the life of 2 people and when they where smallthey were best friends and they had promissed each other to stay togeter and never argue on other things.      When that person left the kindergarton that she left and returned until 4th grade and we had became friends again.          During all those years not together we talked about the school she went and when she was in Montesino. And when she was telling me something a nice girl caame and she was our friend when ever one of us were gone she would take that persons place and she would play with that person who was my two best friends. Untilthe school year was ending she had to move to another school because her mom didn't want her to be there anymore, so that was the time when the person and her friend had to be together alone again and we still miss her.          And when she had left the persons friend had to go a watch what someone was dong and then she saw that person playing a game with a boy and she had told her a question and then she ask her if that person liked the  boy and she had tooken a while and said yes she did llike that boy. And when it was Valentines Day our teacher switched seats and that person had to sit with the person who she liked.The boy and the girl got along together. 	WP DT NNS VBP VBP RB IN JJ NNS CC IN EX NNP NNP MD VB RB NNS VBP NNS IN DT JJ JJ NNS WP VBP VBD NNS IN NN VBD RB NNP NNP DT NN IN CD NNS CC WRB PRP VBP PRP VBD JJS NNS CC PRP VBD VBN DT JJ TO VB NN CC RB JJ IN JJ NNP NNP IN NN VBD DT NN IN PRP VBD CC VBN IN JJ NN CC PRP VBD VBD NNS NNP NNP DT DT NNS RB RB PRP VBD IN DT NN PRP VBD CC WRB PRP VBD IN NNP CC WRB PRP VBD VBG PRP NN DT JJ NN NN CC PRP VBD PRP$ NN WRB RB CD IN PRP VBD VBN PRP MD VB IN NNS VBP CC PRP MD VB IN DT NN WP VBD PRP$ CD JJS NNP NNP NN NN VBD VBG PRP VBD TO VB TO DT NN IN PRP$ NN VBD RB VB PRP$ TO VB RB JJR , RB IN VBD DT NN WRB DT NN CC PRP$ NN VBD TO VB RB RB RB CC PRP RB VBP NNP CC WRB PRP VBD VBN DT NNS VBP VBN TO VB DT NN WP NN VBD JJ CC RB PRP VBD IN NN NN DT NN IN DT NN CC PRP VBD VBN PRP$ DT NN CC RB PRP VBP PRP$ IN DT NN VBD DT NN CC PRP VBD VBN DT NN CC VBD NNS PRP VBD VB IN NNP CC WRB PRP VBD NNP NNP PRP$ NN VBD NNS CC IN NN VBD TO VB IN DT NN WP PRP VBP JJ CC DT NN VBD IN NN .																				
